signal_name,dbc_source,unit,data_type,enum_values,min_physical,max_physical,message_name,message_id,notes
UI_bottomQrtlFleetSpeedMPS,can1-can.dbc,m/s,int,,0.0,63.75,UI_driverAssistRoadSign,0x238,
UI_medianFleetSpeedMPS,can1-can.dbc,m/s,int,,0.0,63.75,UI_driverAssistRoadSign,0x238,
UI_stopSignStopLineConf,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistRoadSign,0x238,
UI_trafficLightStopLineConf,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistRoadSign,0x238,
UI_topQrtlFleetSpeedMPS,can1-can.dbc,m/s,int,,0.0,63.75,UI_driverAssistRoadSign,0x238,
UI_meanFleetSplineAccelMPS2,can1-can.dbc,m/s^2,int,,-6.35,6.4,UI_driverAssistRoadSign,0x238,
UI_rampType,can1-can.dbc,,int,,0.0,7.0,UI_driverAssistRoadSign,0x238,
UI_splineLocConfidence,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistRoadSign,0x238,
UI_splineID,can1-can.dbc,,int,,0.0,15.0,UI_driverAssistRoadSign,0x238,
UI_roadSignCounter,can1-can.dbc,,int,,,,UI_driverAssistRoadSign,0x238,
UI_roadSignChecksum,can1-can.dbc,,int,,,,UI_driverAssistRoadSign,0x238,
UI_radarTargetDx,can1-can.dbc,m,int,,-95.0,160.0,UI_radarMapData,0x2b8,
UI_radarTargetDxEnd,can1-can.dbc,m,int,,0.0,255.0,UI_radarMapData,0x2b8,
UI_radarTargetTrustMap,can1-can.dbc,,int,,0.0,1.0,UI_radarMapData,0x2b8,
UI_radarEnableBraking,can1-can.dbc,,int,,0.0,1.0,UI_radarMapData,0x2b8,
UI_radarMapDataCounter,can1-can.dbc,,int,,,,UI_radarMapData,0x2b8,
UI_radarMapDataChecksum,can1-can.dbc,,int,,,,UI_radarMapData,0x2b8,
UI_roadCurvC0,can1-can.dbc,m,int,,-20.48,20.46,UI_roadCurvature,0x2c8,
UI_roadCurvC1,can1-can.dbc,1,int,,-0.384,0.38325,UI_roadCurvature,0x2c8,
UI_roadCurvC2,can1-can.dbc,1/m,int,,-0.03072,0.03071625,UI_roadCurvature,0x2c8,
UI_roadCurvC3,can1-can.dbc,1/m2,int,,-0.00012288,0.00012285,UI_roadCurvature,0x2c8,
UI_roadCurvRange,can1-can.dbc,m,int,,0.0,252.0,UI_roadCurvature,0x2c8,
UI_roadCurvHealth,can1-can.dbc,,int,,,,UI_roadCurvature,0x2c8,
UI_roadCurvChecksum,can1-can.dbc,,int,,,,UI_roadCurvature,0x2c8,
UI_solarAzimuthAngle,can1-can.dbc,deg,int,,0.0,360.0,UI_solarData,0x246,
UI_solarAzimuthAngleCarRef,can1-can.dbc,deg,int,,-180.0,180.0,UI_solarData,0x246,
UI_isSunUp,can1-can.dbc,,int,,,,UI_solarData,0x246,
UI_solarElevationAngle,can1-can.dbc,deg,int,,-90.0,90.0,UI_solarData,0x246,
UI_touchActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_audioActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_bluetoothActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_cellActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_displayReady,can1-can.dbc,,int,,,,UI_status,0x338,
UI_gpsActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_wifiConnected,can1-can.dbc,,int,,,,UI_status,0x338,
UI_systemActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_xmActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_displayOn,can1-can.dbc,,int,,,,UI_status,0x338,
UI_readyForDrive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_cellConnected,can1-can.dbc,,int,,,,UI_status,0x338,
UI_vpnActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_wifiActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_cameraActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_usbActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_screenshotActive,can1-can.dbc,,int,,,,UI_status,0x338,
UI_monitorModemPower,can1-can.dbc,,int,,,,UI_status,0x338,
UI_factoryReset,can1-can.dbc,,int,,0.0,3.0,UI_status,0x338,
UI_cellNetworkTechnology,can1-can.dbc,,int,,0.0,15.0,UI_status,0x338,
UI_tegraCoreTemperature,can1-can.dbc,deg C,int,,,,UI_status,0x338,
UI_tegraAmbientTemperature,can1-can.dbc,deg C,int,,,,UI_status,0x338,
UI_googleWifiUsages,can1-can.dbc,,int,,,,UI_status,0x338,
UI_autopilotTrial,can1-can.dbc,,int,,,,UI_status,0x338,
UI_cellSignalBars,can1-can.dbc,,int,,0.0,7.0,UI_status,0x338,
UI_hardwareType,can1-can.dbc,,int,,0.0,3.0,UI_status,0x338,
UI_developmentCar,can1-can.dbc,,int,,,,UI_status,0x338,
UI_cellReceiverPower,can1-can.dbc,dB,int,,-128.0,127.0,UI_status,0x338,
UI_TCR_enable,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_moveStateStanding,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_moveStateStopped,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_moveStateMoving,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_moveStateIndeterm,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_classConstElem,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_classMovingPed,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_classMovingTwoWheel,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_classMovingFourWheel,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_classUnknown,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_downSampleFactor,can1-can.dbc,,int,,0.0,15.0,UI_telemetryControl,0x428,
UI_TCR_wExist,can1-can.dbc,,int,,0.0,31.0,UI_telemetryControl,0x428,
UI_TCR_vehSpeed,can1-can.dbc,,int,,,,UI_telemetryControl,0x428,
UI_TCR_minRCS,can1-can.dbc,dB,int,,-14.0,49.75,UI_telemetryControl,0x428,
UI_TCR_maxDy,can1-can.dbc,m,int,,0.0,15.5,UI_telemetryControl,0x428,
UI_TCR_maxObjects,can1-can.dbc,,int,,0.0,31.0,UI_telemetryControl,0x428,
UI_TCR_maxRoadClass,can1-can.dbc,,int,,0.0,7.0,UI_telemetryControl,0x428,
driverBrakeStatus,can1-can.dbc,,enum,"{""2"": ""APPLIED"", ""1"": ""NOT_APPLIED""}",0.0,3.0,BrakeMessage,0x20a,
autopilotStatus,can1-can.dbc,,enum,"{""5"": ""ACTIVE_NAVIGATE_ON_AUTOPILOT"", ""4"": ""ACTIVE_2"", ""3"": ""ACTIVE_1"", ""2"": ""AVAILABLE"", ""1"": ""UNAVAILABLE"", ""0"": ""DISABLED""}",,,AutopilotStatus,0x399,
DAS_blindSpotRearLeft,can1-can.dbc,,enum,"{""3"": ""SNA"", ""2"": ""WARNING_LEVEL_2"", ""1"": ""WARNING_LEVEL_1"", ""0"": ""NO_WARNING""}",,,AutopilotStatus,0x399,
DAS_blindSpotRearRight,can1-can.dbc,,enum,"{""3"": ""SNA"", ""2"": ""WARNING_LEVEL_2"", ""1"": ""WARNING_LEVEL_1"", ""0"": ""NO_WARNING""}",,,AutopilotStatus,0x399,
DAS_fusedSpeedLimit,can1-can.dbc,kph/mph,enum,"{""31"": ""NONE"", ""0"": ""UNKNOWN_SNA""}",0.0,150.0,AutopilotStatus,0x399,
DAS_suppressSpeedWarning,can1-can.dbc,,enum,"{""1"": ""Suppress_Speed_Warning"", ""0"": ""Do_Not_Suppress""}",,,AutopilotStatus,0x399,
DAS_summonObstacle,can1-can.dbc,,int,,,,AutopilotStatus,0x399,
DAS_summonClearedGate,can1-can.dbc,,int,,,,AutopilotStatus,0x399,
DAS_visionOnlySpeedLimit,can1-can.dbc,kph/mph,enum,"{""31"": ""NONE"", ""0"": ""UNKNOWN_SNA""}",0.0,150.0,AutopilotStatus,0x399,
DAS_heaterState,can1-can.dbc,,enum,"{""1"": ""HEATER_ON"", ""0"": ""HEATER_OFF_SNA""}",,,AutopilotStatus,0x399,
DAS_forwardCollisionWarning,can1-can.dbc,,enum,"{""3"": ""SNA"", ""1"": ""FORWARD_COLLISION_WARNING"", ""0"": ""NONE""}",,,AutopilotStatus,0x399,
DAS_autoparkReady,can1-can.dbc,,enum,"{""1"": ""AUTOPARK_READY"", ""0"": ""AUTOPARK_UNAVAILABLE""}",0.0,1.0,AutopilotStatus,0x399,
DAS_autoParked,can1-can.dbc,,int,,,,AutopilotStatus,0x399,
DAS_autoparkWaitingForBrake,can1-can.dbc,,int,,0.0,1.0,AutopilotStatus,0x399,
DAS_summonFwdLeashReached,can1-can.dbc,,int,,0.0,1.0,AutopilotStatus,0x399,
DAS_summonRvsLeashReached,can1-can.dbc,,int,,0.0,1.0,AutopilotStatus,0x399,
DAS_sideCollisionAvoid,can1-can.dbc,,enum,"{""3"": ""SNA"", ""2"": ""AVOID_RIGHT"", ""1"": ""AVOID_LEFT"", ""0"": ""NONE""}",,,AutopilotStatus,0x399,
DAS_sideCollisionWarning,can1-can.dbc,,enum,"{""3"": ""WARN_LEFT_RIGHT"", ""2"": ""WARN_RIGHT"", ""1"": ""WARN_LEFT"", ""0"": ""NONE""}",,,AutopilotStatus,0x399,
DAS_sideCollisionInhibit,can1-can.dbc,,enum,"{""1"": ""INHIBIT"", ""0"": ""NO_INHIBIT""}",,,AutopilotStatus,0x399,
DAS_csaState,can1-can.dbc,,enum,"{""3"": ""CSA_EXTERNAL_STATE_HOLD"", ""2"": ""CSA_EXTERNAL_STATE_ENABLE"", ""1"": ""CSA_EXTERNAL_STATE_AVAILABLE"", ""0"": ""CSA_EXTERNAL_STATE_UNAVAILABLE""}",,,AutopilotStatus,0x399,
DAS_laneDepartureWarning,can1-can.dbc,,enum,"{""5"": ""SNA"", ""4"": ""RIGHT_WARNING_SEVERE"", ""3"": ""LEFT_WARNING_SEVERE"", ""2"": ""RIGHT_WARNING"", ""1"": ""LEFT_WARNING"", ""0"": ""NONE""}",,,AutopilotStatus,0x399,
DAS_fleetSpeedState,can1-can.dbc,,enum,"{""3"": ""FLEETSPEED_HOLD"", ""2"": ""FLEETSPEED_ACTIVE"", ""1"": ""FLEETSPEED_AVAILABLE"", ""0"": ""FLEETSPEED_UNAVAILABLE""}",,,AutopilotStatus,0x399,
DAS_autopilotHandsOnState,can1-can.dbc,,enum,"{""15"": ""LC_HANDS_ON_SNA"", ""8"": ""LC_HANDS_ON_SUSPENDED"", ""7"": ""LC_HANDS_ON_REQD_STRUCK_OUT"", ""5"": ""LC_HANDS_ON_REQD_CHIME_2"", ""4"": ""LC_HANDS_ON_REQD_CHIME_1"", ""3"": ""LC_HANDS_ON_REQD_VISUAL"", ""2"": ""LC_HANDS_ON_REQD_NOT_DETECTED"", ""1"": ""LC_HANDS_ON_REQD_DETECTED"", ""0"": ""LC_HANDS_ON_NOT_REQD""}",,,AutopilotStatus,0x399,
DAS_autoLaneChangeState,can1-can.dbc,,enum,"{""31"": ""ALC_SNA"", ""30"": ""ALC_ABORT_MISSION_PLAN_INVALID"", ""29"": ""ALC_ABORT_TIMEOUT"", ""28"": ""ALC_WAITING_HANDS_ON"", ""27"": ""ALC_BLOCKED_LANE_TYPE_R"", ""26"": ""ALC_BLOCKED_LANE_TYPE_L"", ""25"": ""ALC_BLOCKED_VEH_TTC_AND_USS_R"", ""24"": ""ALC_BLOCKED_VEH_TTC_R"", ""23"": ""ALC_BLOCKED_VEH_TTC_AND_USS_L"", ""22"": ""ALC_BLOCKED_VEH_TTC_L"", ""21"": ""ALC_UNAVAILABLE_SOLID_LANE_LINE"", ""20"": ""ALC_ABORT_OTHER_REASON"", ""19"": ""ALC_ABORT_BLINKER_TURNED_OFF"", ""18"": ""ALC_ABORT_LC_HEALTH_BAD"", ""17"": ""ALC_ABORT_POOR_VIEW_RANGE"", ""16"": ""ALC_ABORT_SIDE_OBSTACLE_PRESENT_R"", ""15"": ""ALC_ABORT_SIDE_OBSTACLE_PRESENT_L"", ""14"": ""ALC_WAITING_FOR_FWD_OBST_TO_PASS_R"", ""13"": ""ALC_WAITING_FOR_FWD_OBST_TO_PASS_L"", ""12"": ""ALC_WAITING_FOR_SIDE_OBST_TO_PASS_R"", ""11"": ""ALC_WAITING_FOR_SIDE_OBST_TO_PASS_L"", ""10"": ""ALC_IN_PROGRESS_R"", ""9"": ""ALC_IN_PROGRESS_L"", ""8"": ""ALC_AVAILABLE_BOTH"", ""7"": ""ALC_AVAILABLE_ONLY_R"", ""6"": ""ALC_AVAILABLE_ONLY_L"", ""5"": ""ALC_UNAVAILABLE_VEHICLE_SPEED"", ""4"": ""ALC_UNAVAILABLE_EXITING_HIGHWAY"", ""3"": ""ALC_UNAVAILABLE_TP_FOLLOW"", ""2"": ""ALC_UNAVAILABLE_SONICS_INVALID"", ""1"": ""ALC_UNAVAILABLE_NO_LANES"", ""0"": ""ALC_UNAVAILABLE_DISABLED""}",,,AutopilotStatus,0x399,
DAS_summonAvailable,can1-can.dbc,,int,,0.0,1.0,AutopilotStatus,0x399,
DAS_statusCounter,can1-can.dbc,,int,,,,AutopilotStatus,0x399,
DAS_statusChecksum,can1-can.dbc,,int,,,,AutopilotStatus,0x399,
DAS_accSpeedLimit,can1-can.dbc,mph,enum,"{""1023"": ""SNA"", ""0"": ""NONE""}",0.0,204.6,DAS_status2,0x389,
DAS_pmmObstacleSeverity,can1-can.dbc,,enum,"{""7"": ""PMM_SNA"", ""6"": ""PMM_ACCEL_LIMIT"", ""5"": ""PMM_CRASH_FRONT"", ""4"": ""PMM_CRASH_REAR"", ""3"": ""PMM_BRAKE_REQUEST"", ""2"": ""PMM_IMMINENT_FRONT"", ""1"": ""PMM_IMMINENT_REAR"", ""0"": ""PMM_NONE""}",0.0,7.0,DAS_status2,0x389,
DAS_pmmLoggingRequest,can1-can.dbc,,enum,"{""1"": ""TRUE"", ""0"": ""FALSE""}",0.0,1.0,DAS_status2,0x389,
DAS_activationFailureStatus,can1-can.dbc,,enum,"{""2"": ""LC_ACTIVATION_FAILED_2"", ""1"": ""LC_ACTIVATION_FAILED_1"", ""0"": ""LC_ACTIVATION_IDLE""}",0.0,1.0,DAS_status2,0x389,
DAS_pmmUltrasonicsFaultReason,can1-can.dbc,,enum,"{""4"": ""PMM_ULTRASONICS_INVALID_MIA"", ""3"": ""PMM_ULTRASONICS_BLOCKED_BOTH"", ""2"": ""PMM_ULTRASONICS_BLOCKED_REAR"", ""1"": ""PMM_ULTRASONICS_BLOCKED_FRONT"", ""0"": ""PMM_ULTRASONICS_NO_FAULT""}",0.0,7.0,DAS_status2,0x389,
DAS_pmmRadarFaultReason,can1-can.dbc,,enum,"{""2"": ""PMM_RADAR_INVALID_MIA"", ""1"": ""PMM_RADAR_BLOCKED_FRONT"", ""0"": ""PMM_RADAR_NO_FAULT""}",0.0,3.0,DAS_status2,0x389,
DAS_pmmSysFaultReason,can1-can.dbc,,enum,"{""7"": ""PMM_FAULT_BRAKE_PEDAL_INHIBIT"", ""6"": ""PMM_FAULT_ROAD_TYPE"", ""5"": ""PMM_FAULT_DISABLED_BY_USER"", ""4"": ""PMM_FAULT_STEERING_ANGLE_RATE"", ""3"": ""PMM_FAULT_DI_FAULT"", ""2"": ""PMM_FAULT_SPEED"", ""1"": ""PMM_FAULT_DAS_DISABLED"", ""0"": ""PMM_FAULT_NONE""}",0.0,7.0,DAS_status2,0x389,
DAS_pmmCameraFaultReason,can1-can.dbc,,enum,"{""2"": ""PMM_CAMERA_INVALID_MIA"", ""1"": ""PMM_CAMERA_BLOCKED_FRONT"", ""0"": ""PMM_CAMERA_NO_FAULT""}",0.0,3.0,DAS_status2,0x389,
DAS_ACC_report,can1-can.dbc,,enum,"{""24"": ""ACC_REPORT_BEHAVIOR_REPORT"", ""23"": ""ACC_REPORT_CAMERA_ONLY"", ""22"": ""ACC_REPORT_RADAR_OBJ_FIVE"", ""21"": ""ACC_REPORT_CIPV_CUTTING_OUT"", ""20"": ""ACC_REPORT_MCVLR_IN_PATH"", ""19"": ""ACC_REPORT_MCVLR_DPP"", ""18"": ""ACC_REPORT_FLEET_SPEEDS"", ""17"": ""ACC_REPORT_TARGET_MCP"", ""16"": ""ACC_REPORT_RADAR_OBJ_TWO"", ""15"": ""ACC_REPORT_RADAR_OBJ_ONE"", ""14"": ""ACC_REPORT_LC_EXTERNAL_STATE_ACTIVE_RESTRICTED"", ""13"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTED"", ""12"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTING"", ""11"": ""ACC_REPORT_LC_HANDS_ON_REQD_STRUCK_OUT"", ""10"": ""ACC_REPORT_CSA"", ""9"": ""ACC_REPORT_TARGET_TYPE_FAULT"", ""8"": ""ACC_REPORT_TARGET_TYPE_IPSO"", ""7"": ""ACC_REPORT_TARGET_TYPE_TRAFFIC_LIGHT"", ""6"": ""ACC_REPORT_TARGET_TYPE_STOP_SIGN"", ""5"": ""ACC_REPORT_TARGET_CUTIN"", ""4"": ""ACC_REPORT_TARGET_MCVR"", ""3"": ""ACC_REPORT_TARGET_MCVL"", ""2"": ""ACC_REPORT_TARGET_IN_FRONT_OF_CIPV"", ""1"": ""ACC_REPORT_TARGET_CIPV"", ""0"": ""ACC_REPORT_TARGET_NONE""}",,,DAS_status2,0x389,
DAS_lssState,can1-can.dbc,,enum,"{""7"": ""LSS_STATE_OFF"", ""6"": ""LSS_STATE_ABORT"", ""5"": ""LSS_STATE_BLINDSPOT"", ""4"": ""LSS_STATE_MONITOR"", ""3"": ""LSS_STATE_ELK"", ""2"": ""LSS_STATE_LKA"", ""1"": ""LSS_STATE_LDW"", ""0"": ""LSS_STATE_FAULT""}",,,DAS_status2,0x389,
DAS_radarTelemetry,can1-can.dbc,,enum,"{""2"": ""RADAR_TELEMETRY_URGENT"", ""1"": ""RADAR_TELEMETRY_NORMAL"", ""0"": ""RADAR_TELEMETRY_IDLE""}",,,DAS_status2,0x389,
DAS_robState,can1-can.dbc,,enum,"{""3"": ""ROB_STATE_MAPLESS"", ""2"": ""ROB_STATE_ACTIVE"", ""1"": ""ROB_STATE_MEASURE"", ""0"": ""ROB_STATE_INHIBITED""}",0.0,3.0,DAS_status2,0x389,
DAS_driverInteractionLevel,can1-can.dbc,,enum,"{""2"": ""CONTINUED_DRIVER_NOT_INTERACTING"", ""1"": ""DRIVER_NOT_INTERACTING"", ""0"": ""DRIVER_INTERACTING""}",0.0,3.0,DAS_status2,0x389,
DAS_ppOffsetDesiredRamp,can1-can.dbc,m,enum,"{""128"": ""PP_NO_OFFSET""}",-1.28,1.27,DAS_status2,0x389,
DAS_longCollisionWarning,can1-can.dbc,,enum,"{""15"": ""FCM_LONG_COLLISION_WARNING_SNA"", ""12"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV2"", ""11"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR2"", ""10"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR"", ""9"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL2"", ""8"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL"", ""7"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CUTIN"", ""6"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV"", ""5"": ""FCM_LONG_COLLISION_WARNING_TFL_STOPLINE"", ""4"": ""FCM_LONG_COLLISION_WARNING_STOPSIGN_STOPLINE"", ""3"": ""FCM_LONG_COLLISION_WARNING_IPSO"", ""2"": ""FCM_LONG_COLLISION_WARNING_PEDESTRIAN"", ""1"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_UNKNOWN"", ""0"": ""FCM_LONG_COLLISION_WARNING_NONE""}",0.0,15.0,DAS_status2,0x389,
DAS_status2Counter,can1-can.dbc,,int,,,,DAS_status2,0x389,
DAS_status2Checksum,can1-can.dbc,,int,,,,DAS_status2,0x389,
DAS_headlightRequest,can1-can.dbc,,enum,"{""3"": ""DAS_HEADLIGHT_REQUEST_INVALID"", ""1"": ""DAS_HEADLIGHT_REQUEST_ON"", ""0"": ""DAS_HEADLIGHT_REQUEST_OFF""}",0.0,3.0,DAS_bodyControls,0x3e9,
DAS_hazardLightRequest,can1-can.dbc,,enum,"{""3"": ""DAS_REQUEST_HAZARDS_SNA"", ""2"": ""DAS_REQUEST_HAZARDS_UNUSED"", ""1"": ""DAS_REQUEST_HAZARDS_ON"", ""0"": ""DAS_REQUEST_HAZARDS_OFF""}",0.0,3.0,DAS_bodyControls,0x3e9,
DAS_wiperSpeed,can1-can.dbc,,enum,"{""15"": ""DAS_WIPER_SPEED_INVALID"", ""14"": ""DAS_WIPER_SPEED_14"", ""13"": ""DAS_WIPER_SPEED_13"", ""12"": ""DAS_WIPER_SPEED_12"", ""11"": ""DAS_WIPER_SPEED_11"", ""10"": ""DAS_WIPER_SPEED_10"", ""9"": ""DAS_WIPER_SPEED_9"", ""8"": ""DAS_WIPER_SPEED_8"", ""7"": ""DAS_WIPER_SPEED_7"", ""6"": ""DAS_WIPER_SPEED_6"", ""5"": ""DAS_WIPER_SPEED_5"", ""4"": ""DAS_WIPER_SPEED_4"", ""3"": ""DAS_WIPER_SPEED_3"", ""2"": ""DAS_WIPER_SPEED_2"", ""1"": ""DAS_WIPER_SPEED_1"", ""0"": ""DAS_WIPER_SPEED_OFF""}",0.0,15.0,DAS_bodyControls,0x3e9,
DAS_turnIndicatorRequest,can1-can.dbc,,enum,"{""3"": ""DAS_TURN_INDICATOR_CANCEL"", ""2"": ""DAS_TURN_INDICATOR_RIGHT"", ""1"": ""DAS_TURN_INDICATOR_LEFT"", ""0"": ""DAS_TURN_INDICATOR_NONE""}",0.0,3.0,DAS_bodyControls,0x3e9,
DAS_highLowBeamDecision,can1-can.dbc,,enum,"{""3"": ""DAS_HIGH_BEAM_SNA"", ""2"": ""DAS_HIGH_BEAM_ON"", ""1"": ""DAS_HIGH_BEAM_OFF"", ""0"": ""DAS_HIGH_BEAM_UNDECIDED""}",0.0,3.0,DAS_bodyControls,0x3e9,
DAS_highLowBeamOffReason,can1-can.dbc,,enum,"{""5"": ""HIGH_BEAM_OFF_REASON_SNA"", ""4"": ""HIGH_BEAM_OFF_REASON_HEAD_LIGHT"", ""3"": ""HIGH_BEAM_OFF_REASON_AMBIENT_LIGHT"", ""2"": ""HIGH_BEAM_OFF_REASON_MOVING_RADAR_TARGET"", ""1"": ""HIGH_BEAM_OFF_REASON_MOVING_VISION_TARGET"", ""0"": ""HIGH_BEAM_ON""}",0.0,4.0,DAS_bodyControls,0x3e9,
DAS_turnIndicatorRequestReason,can1-can.dbc,,enum,"{""6"": ""DAS_ACTIVE_COMMANDED_LANE_CHANGE"", ""5"": ""DAS_CANCEL_FORK"", ""4"": ""DAS_CANCEL_LANE_CHANGE"", ""3"": ""DAS_ACTIVE_FORK"", ""2"": ""DAS_ACTIVE_SPEED_LANE_CHANGE"", ""1"": ""DAS_ACTIVE_NAV_LANE_CHANGE"", ""0"": ""DAS_NONE""}",0.0,15.0,DAS_bodyControls,0x3e9,
DAS_bodyControlsCounter,can1-can.dbc,,int,,0.0,15.0,DAS_bodyControls,0x3e9,
DAS_bodyControlsChecksum,can1-can.dbc,,int,,0.0,255.0,DAS_bodyControls,0x3e9,
occupancyStatus,can1-can.dbc,,enum,"{""1"": ""OCCUPIED"", ""0"": ""UNOCCUPIED""}",0.0,7.0,DriverSeat,0x30c,
buckleStatus,can1-can.dbc,,enum,"{""1"": ""LATCHED"", ""0"": ""UNLATCHED""}",0.0,3.0,DriverSeat,0x30c,
DAS_accSpeedLimit,can1-party.dbc,mph,enum,"{""1023"": ""SNA"", ""0"": ""NONE""}",0.0,204.6,DAS_status2,0x389,
DAS_pmmObstacleSeverity,can1-party.dbc,,enum,"{""5"": ""PMM_CRASH_FRONT"", ""0"": ""PMM_NONE"", ""2"": ""PMM_IMMINENT_FRONT"", ""4"": ""PMM_CRASH_REAR"", ""1"": ""PMM_IMMINENT_REAR"", ""6"": ""PMM_ACCEL_LIMIT"", ""7"": ""PMM_SNA"", ""3"": ""PMM_BRAKE_REQUEST""}",0.0,7.0,DAS_status2,0x389,
DAS_pmmLoggingRequest,can1-party.dbc,,enum,"{""0"": ""FALSE"", ""1"": ""TRUE""}",0.0,1.0,DAS_status2,0x389,
DAS_activationFailureStatus,can1-party.dbc,,enum,"{""0"": ""LC_ACTIVATION_IDLE"", ""2"": ""LC_ACTIVATION_FAILED_2"", ""1"": ""LC_ACTIVATION_FAILED_1""}",0.0,2.0,DAS_status2,0x389,
DAS_pmmUltrasonicsFaultReason,can1-party.dbc,,enum,"{""2"": ""PMM_ULTRASONICS_BLOCKED_REAR"", ""0"": ""PMM_ULTRASONICS_NO_FAULT"", ""1"": ""PMM_ULTRASONICS_BLOCKED_FRONT"", ""3"": ""PMM_ULTRASONICS_BLOCKED_BOTH"", ""4"": ""PMM_ULTRASONICS_INVALID_MIA""}",0.0,4.0,DAS_status2,0x389,
DAS_pmmRadarFaultReason,can1-party.dbc,,enum,"{""2"": ""PMM_RADAR_INVALID_MIA"", ""1"": ""PMM_RADAR_BLOCKED_FRONT"", ""0"": ""PMM_RADAR_NO_FAULT""}",0.0,2.0,DAS_status2,0x389,
DAS_pmmSysFaultReason,can1-party.dbc,,enum,"{""4"": ""PMM_FAULT_STEERING_ANGLE_RATE"", ""6"": ""PMM_FAULT_ROAD_TYPE"", ""5"": ""PMM_FAULT_DISABLED_BY_USER"", ""0"": ""PMM_FAULT_NONE"", ""1"": ""PMM_FAULT_DAS_DISABLED"", ""3"": ""PMM_FAULT_DI_FAULT"", ""2"": ""PMM_FAULT_SPEED"", ""7"": ""PMM_FAULT_BRAKE_PEDAL_INHIBIT""}",0.0,7.0,DAS_status2,0x389,
DAS_pmmCameraFaultReason,can1-party.dbc,,enum,"{""1"": ""PMM_CAMERA_BLOCKED_FRONT"", ""2"": ""PMM_CAMERA_INVALID_MIA"", ""0"": ""PMM_CAMERA_NO_FAULT""}",0.0,2.0,DAS_status2,0x389,
