signal_name,unit,data_type,enum_values,min_physical,max_physical,scaling,offset,bit_length,is_multiplexer,multiplexer_signal,message_name,message_id,dbc_source,notes
UI_anonDebugFlag2,,int,,,,1.0,0.0,1,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam3,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugFlag3,,int,,,,1.0,0.0,1,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam4,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugFlag4,,int,,,,1.0,0.0,1,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam5,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam6,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam7,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_visionSpeedSlider,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_autopilotControlRequest,,int,,1.0,0.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_ulcStalkConfirm,,int,,1.0,0.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_summonHeartbeat,,int,,,,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_curvSpeedAdaptDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_dasDeveloper,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableVinAssociation,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_lssLkaEnabled,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_lssLdwEnabled,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_autoSummonEnable,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_exceptionListEnable,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_roadCheckDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_driveOnMapsEnable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_handsOnRequirementDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_forksEnable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_fuseLanesDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_fuseHPPDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_fuseVehiclesDisable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableNextGenACC,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_visionSpeedType,,int,,,,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_curvatureDatabaseOnly,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_lssElkEnabled,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_summonExitType,,int,,0.0,3.0,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_summonEntryType,,int,,0.0,3.0,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_selfParkRequest,,int,,0.0,15.0,1.0,0.0,4,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_summonReverseDist,,int,,0.0,63.0,1.0,0.0,6,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_undertakeAssistEnable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_adaptiveSetSpeedEnable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_drivingSide,,int,,0.0,3.0,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableClipTelemetry,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableTripTelemetry,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableRoadSegmentTelemetry,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_followNavRouteEnable,,int,,,,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_ulcSpeedConfig,,int,,0.0,3.0,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_ulcBlindSpotConfig,,int,,0.0,3.0,1.0,0.0,2,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_autopilotAlwaysOn,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_accFromZero,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_alcOffHighwayEnable,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_validationLoop,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_ulcOffHighway,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableNavRouteCSA,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableCutinExperiments,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_source3D,,int,,0.0,7.0,1.0,0.0,3,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_enableVisionOnlyStops,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistControl,0x3e8,can1-can.dbc,
UI_mapSpeedLimitDependency,,int,,,,1.0,0.0,3,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_roadClass,,int,,,,1.0,0.0,3,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_inSuperchargerGeofence,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_mapSpeedUnits,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_mapSpeedLimit,,int,,,,1.0,0.0,5,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_mapSpeedLimitType,,int,,,,1.0,0.0,3,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_countryCode,,int,,,,1.0,0.0,10,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_streetCount,,int,,,,1.0,0.0,2,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_gpsRoadMatch,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_navRouteActive,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_parallelAutoparkEnabled,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_perpendicularAutoparkEnabled,,int,,0.0,1.0,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_nextBranchDist,m,int,,0.0,300.0,10.0,0.0,5,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_controlledAccess,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_nextBranchLeftOffRamp,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_nextBranchRightOffRamp,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectLeftLane,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectRightLane,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectHPP,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectNav,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectLeftFreeSpace,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectRightFreeSpace,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectAutosteer,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_rejectHandsOn,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_acceptBottsDots,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_autosteerRestricted,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_pmmEnabled,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_scaEnabled,,int,,,,1.0,0.0,1,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_mapDataCounter,,int,,,,1.0,0.0,4,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_mapDataChecksum,,int,,,,1.0,0.0,8,False,,UI_driverAssistMapData,0x3c8,can1-can.dbc,
UI_roadSign,,int,,,,1.0,0.0,8,True,,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_dummyData,,int,,,,1.0,0.0,1,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_stopSignStopLineDist,m,int,,-8.0,247.5,0.25,-8.0,10,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_trafficLightStopLineDist,m,int,,-8.0,247.5,0.25,-8.0,10,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_baseMapSpeedLimitMPS,m/s,int,,0.0,63.75,0.25,0.0,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_meanFleetSplineSpeedMPS,m/s,int,,0.0,63.75,0.25,0.0,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_currSplineIdFull,,int,,0.0,1.0,1.0,0.0,32,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_bottomQrtlFleetSpeedMPS,m/s,int,,0.0,63.75,0.25,0.0,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_medianFleetSpeedMPS,m/s,int,,0.0,63.75,0.25,0.0,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_stopSignStopLineConf,,int,,0.0,100.0,1.0,0.0,7,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_trafficLightStopLineConf,,int,,0.0,100.0,1.0,0.0,7,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_topQrtlFleetSpeedMPS,m/s,int,,0.0,63.75,0.25,0.0,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_meanFleetSplineAccelMPS2,m/s^2,int,,-6.35,6.4,0.05,-6.35,8,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_rampType,,int,,0.0,7.0,1.0,0.0,3,False,UI_roadSign,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_splineLocConfidence,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_splineID,,int,,0.0,15.0,1.0,0.0,4,False,,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_roadSignCounter,,int,,,,1.0,0.0,4,False,,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_roadSignChecksum,,int,,,,1.0,0.0,8,False,,UI_driverAssistRoadSign,0x238,can1-can.dbc,
UI_radarTargetDx,m,int,,-95.0,160.0,1.0,-95.0,8,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_radarTargetDxEnd,m,int,,0.0,255.0,1.0,0.0,8,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_radarTargetTrustMap,,int,,0.0,1.0,1.0,0.0,1,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_radarEnableBraking,,int,,0.0,1.0,1.0,0.0,1,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_radarMapDataCounter,,int,,,,1.0,0.0,4,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_radarMapDataChecksum,,int,,,,1.0,0.0,8,False,,UI_radarMapData,0x2b8,can1-can.dbc,
UI_roadCurvC0,m,int,,-20.48,20.46,0.02,0.0,11,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvC1,1,int,,-0.384,0.38325,0.00075,0.0,10,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvC2,1/m,int,,-0.03072,0.03071625,7.5e-06,0.0,14,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvC3,1/m2,int,,-0.00012288,0.00012285,3e-08,0.0,13,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvRange,m,int,,0.0,252.0,4.0,0.0,6,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvHealth,,int,,,,1.0,0.0,2,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_roadCurvChecksum,,int,,,,1.0,0.0,8,False,,UI_roadCurvature,0x2c8,can1-can.dbc,
UI_solarAzimuthAngle,deg,int,,0.0,360.0,1.0,0.0,16,False,,UI_solarData,0x246,can1-can.dbc,
UI_solarAzimuthAngleCarRef,deg,int,,-180.0,180.0,1.0,0.0,9,False,,UI_solarData,0x246,can1-can.dbc,
UI_isSunUp,,int,,,,1.0,0.0,1,False,,UI_solarData,0x246,can1-can.dbc,
UI_solarElevationAngle,deg,int,,-90.0,90.0,1.0,0.0,8,False,,UI_solarData,0x246,can1-can.dbc,
UI_touchActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_audioActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_bluetoothActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_cellActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_displayReady,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_gpsActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_wifiConnected,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_systemActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_xmActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_displayOn,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_readyForDrive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_cellConnected,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_vpnActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_wifiActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_cameraActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_usbActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_screenshotActive,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_monitorModemPower,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_factoryReset,,int,,0.0,3.0,1.0,0.0,2,False,,UI_status,0x338,can1-can.dbc,
UI_cellNetworkTechnology,,int,,0.0,15.0,1.0,0.0,4,False,,UI_status,0x338,can1-can.dbc,
UI_tegraCoreTemperature,deg C,int,,,,1.0,-64.0,8,False,,UI_status,0x338,can1-can.dbc,
UI_tegraAmbientTemperature,deg C,int,,,,1.0,-64.0,8,False,,UI_status,0x338,can1-can.dbc,
UI_googleWifiUsages,,int,,,,1.0,0.0,8,False,,UI_status,0x338,can1-can.dbc,
UI_autopilotTrial,,int,,,,1.0,0.0,2,False,,UI_status,0x338,can1-can.dbc,
UI_cellSignalBars,,int,,0.0,7.0,1.0,0.0,3,False,,UI_status,0x338,can1-can.dbc,
UI_hardwareType,,int,,0.0,3.0,1.0,0.0,2,False,,UI_status,0x338,can1-can.dbc,
UI_developmentCar,,int,,,,1.0,0.0,1,False,,UI_status,0x338,can1-can.dbc,
UI_cellReceiverPower,dB,int,,-128.0,127.0,1.0,-128.0,8,False,,UI_status,0x338,can1-can.dbc,
UI_TCR_enable,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_moveStateStanding,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_moveStateStopped,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_moveStateMoving,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_moveStateIndeterm,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_classConstElem,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_classMovingPed,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_classMovingTwoWheel,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_classMovingFourWheel,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_classUnknown,,int,,,,1.0,0.0,1,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_downSampleFactor,,int,,0.0,15.0,1.0,0.0,4,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_wExist,,int,,0.0,31.0,1.0,0.0,5,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_vehSpeed,,int,,,,1.0,0.0,8,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_minRCS,dB,int,,-14.0,49.75,0.25,-14.0,8,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_maxDy,m,int,,0.0,15.5,0.5,0.0,5,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_maxObjects,,int,,0.0,31.0,1.0,0.0,5,False,,UI_telemetryControl,0x428,can1-can.dbc,
UI_TCR_maxRoadClass,,int,,0.0,7.0,1.0,0.0,3,False,,UI_telemetryControl,0x428,can1-can.dbc,
driverBrakeStatus,,enum,"{""2"": ""APPLIED"", ""1"": ""NOT_APPLIED""}",0.0,3.0,1.0,0.0,2,False,,BrakeMessage,0x20a,can1-can.dbc,
autopilotStatus,,enum,"{""5"": ""ACTIVE_NAVIGATE_ON_AUTOPILOT"", ""4"": ""ACTIVE_2"", ""3"": ""ACTIVE_1"", ""2"": ""AVAILABLE"", ""1"": ""UNAVAILABLE"", ""0"": ""DISABLED""}",,,1.0,0.0,4,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_blindSpotRearLeft,,enum,"{""3"": ""SNA"", ""2"": ""WARNING_LEVEL_2"", ""1"": ""WARNING_LEVEL_1"", ""0"": ""NO_WARNING""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_blindSpotRearRight,,enum,"{""3"": ""SNA"", ""2"": ""WARNING_LEVEL_2"", ""1"": ""WARNING_LEVEL_1"", ""0"": ""NO_WARNING""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_fusedSpeedLimit,kph/mph,int,,0.0,150.0,5.0,0.0,5,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_suppressSpeedWarning,,enum,"{""1"": ""Suppress_Speed_Warning"", ""0"": ""Do_Not_Suppress""}",,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_summonObstacle,,int,,,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_summonClearedGate,,int,,,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_visionOnlySpeedLimit,kph/mph,int,,0.0,150.0,5.0,0.0,5,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_heaterState,,enum,"{""1"": ""HEATER_ON"", ""0"": ""HEATER_OFF_SNA""}",,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_forwardCollisionWarning,,enum,"{""3"": ""SNA"", ""1"": ""FORWARD_COLLISION_WARNING"", ""0"": ""NONE""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_autoparkReady,,enum,"{""1"": ""AUTOPARK_READY"", ""0"": ""AUTOPARK_UNAVAILABLE""}",0.0,1.0,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_autoParked,,int,,,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_autoparkWaitingForBrake,,int,,0.0,1.0,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_summonFwdLeashReached,,int,,0.0,1.0,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_summonRvsLeashReached,,int,,0.0,1.0,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_sideCollisionAvoid,,enum,"{""3"": ""SNA"", ""2"": ""AVOID_RIGHT"", ""1"": ""AVOID_LEFT"", ""0"": ""NONE""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_sideCollisionWarning,,enum,"{""3"": ""WARN_LEFT_RIGHT"", ""2"": ""WARN_RIGHT"", ""1"": ""WARN_LEFT"", ""0"": ""NONE""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_sideCollisionInhibit,,enum,"{""1"": ""INHIBIT"", ""0"": ""NO_INHIBIT""}",,,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_csaState,,enum,"{""3"": ""CSA_EXTERNAL_STATE_HOLD"", ""2"": ""CSA_EXTERNAL_STATE_ENABLE"", ""1"": ""CSA_EXTERNAL_STATE_AVAILABLE"", ""0"": ""CSA_EXTERNAL_STATE_UNAVAILABLE""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_laneDepartureWarning,,enum,"{""5"": ""SNA"", ""4"": ""RIGHT_WARNING_SEVERE"", ""3"": ""LEFT_WARNING_SEVERE"", ""2"": ""RIGHT_WARNING"", ""1"": ""LEFT_WARNING"", ""0"": ""NONE""}",,,1.0,0.0,3,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_fleetSpeedState,,enum,"{""3"": ""FLEETSPEED_HOLD"", ""2"": ""FLEETSPEED_ACTIVE"", ""1"": ""FLEETSPEED_AVAILABLE"", ""0"": ""FLEETSPEED_UNAVAILABLE""}",,,1.0,0.0,2,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_autopilotHandsOnState,,enum,"{""15"": ""LC_HANDS_ON_SNA"", ""8"": ""LC_HANDS_ON_SUSPENDED"", ""7"": ""LC_HANDS_ON_REQD_STRUCK_OUT"", ""5"": ""LC_HANDS_ON_REQD_CHIME_2"", ""4"": ""LC_HANDS_ON_REQD_CHIME_1"", ""3"": ""LC_HANDS_ON_REQD_VISUAL"", ""2"": ""LC_HANDS_ON_REQD_NOT_DETECTED"", ""1"": ""LC_HANDS_ON_REQD_DETECTED"", ""0"": ""LC_HANDS_ON_NOT_REQD""}",,,1.0,0.0,4,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_autoLaneChangeState,,enum,"{""31"": ""ALC_SNA"", ""30"": ""ALC_ABORT_MISSION_PLAN_INVALID"", ""29"": ""ALC_ABORT_TIMEOUT"", ""28"": ""ALC_WAITING_HANDS_ON"", ""27"": ""ALC_BLOCKED_LANE_TYPE_R"", ""26"": ""ALC_BLOCKED_LANE_TYPE_L"", ""25"": ""ALC_BLOCKED_VEH_TTC_AND_USS_R"", ""24"": ""ALC_BLOCKED_VEH_TTC_R"", ""23"": ""ALC_BLOCKED_VEH_TTC_AND_USS_L"", ""22"": ""ALC_BLOCKED_VEH_TTC_L"", ""21"": ""ALC_UNAVAILABLE_SOLID_LANE_LINE"", ""20"": ""ALC_ABORT_OTHER_REASON"", ""19"": ""ALC_ABORT_BLINKER_TURNED_OFF"", ""18"": ""ALC_ABORT_LC_HEALTH_BAD"", ""17"": ""ALC_ABORT_POOR_VIEW_RANGE"", ""16"": ""ALC_ABORT_SIDE_OBSTACLE_PRESENT_R"", ""15"": ""ALC_ABORT_SIDE_OBSTACLE_PRESENT_L"", ""14"": ""ALC_WAITING_FOR_FWD_OBST_TO_PASS_R"", ""13"": ""ALC_WAITING_FOR_FWD_OBST_TO_PASS_L"", ""12"": ""ALC_WAITING_FOR_SIDE_OBST_TO_PASS_R"", ""11"": ""ALC_WAITING_FOR_SIDE_OBST_TO_PASS_L"", ""10"": ""ALC_IN_PROGRESS_R"", ""9"": ""ALC_IN_PROGRESS_L"", ""8"": ""ALC_AVAILABLE_BOTH"", ""7"": ""ALC_AVAILABLE_ONLY_R"", ""6"": ""ALC_AVAILABLE_ONLY_L"", ""5"": ""ALC_UNAVAILABLE_VEHICLE_SPEED"", ""4"": ""ALC_UNAVAILABLE_EXITING_HIGHWAY"", ""3"": ""ALC_UNAVAILABLE_TP_FOLLOW"", ""2"": ""ALC_UNAVAILABLE_SONICS_INVALID"", ""1"": ""ALC_UNAVAILABLE_NO_LANES"", ""0"": ""ALC_UNAVAILABLE_DISABLED""}",,,1.0,0.0,5,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_summonAvailable,,int,,0.0,1.0,1.0,0.0,1,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_statusCounter,,int,,,,1.0,0.0,4,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_statusChecksum,,int,,,,1.0,0.0,8,False,,AutopilotStatus,0x399,can1-can.dbc,
DAS_accSpeedLimit,mph,int,,0.0,204.6,0.2,0.0,10,False,,DAS_status2,0x389,can1-can.dbc,
DAS_pmmObstacleSeverity,,enum,"{""7"": ""PMM_SNA"", ""6"": ""PMM_ACCEL_LIMIT"", ""5"": ""PMM_CRASH_FRONT"", ""4"": ""PMM_CRASH_REAR"", ""3"": ""PMM_BRAKE_REQUEST"", ""2"": ""PMM_IMMINENT_FRONT"", ""1"": ""PMM_IMMINENT_REAR"", ""0"": ""PMM_NONE""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-can.dbc,
